transaction_id,amount,hour,day_of_week,transaction_frequency,avg_transaction_amount,account_age_days,device_change,location_change,transactions_last_hour,transactions_last_day,merchant_risk_score,new_merchant,failed_attempts,is_fraud
UPI_LEGIT_009788,306.72,19,4,0,5.71,1121,0,0,0,0,0.173,0,0,0
UPI_FRAUD_001913,856210.66,0,2,3,31.93,64,0,0,0,3,0.834,0,0,1
UPI_LEGIT_011362,9.68,12,6,6,37.94,395,0,0,0,4,0.124,0,1,0
UPI_LEGIT_002736,2549.39,16,1,1,139.84,2162,0,1,1,5,0.239,1,0,0
UPI_FRAUD_000726,686413.85,13,1,2,16.67,99,0,0,2,1,0.841,1,0,1
UPI_LEGIT_007214,34.11,18,4,6,160.84,1104,0,0,0,0,0.19,0,0,0
UPI_LEGIT_008245,30.41,10,3,0,900.71,1954,0,0,0,0,0.365,0,0,0
UPI_FRAUD_001796,48824.76,17,3,6,2.74,3552,0,0,0,11,0.146,1,0,1
UPI_LEGIT_003845,8.19,11,0,3,26.65,1462,0,0,1,1,0.214,0,0,0
UPI_LEGIT_006402,92.92,9,3,2,135.88,1151,0,1,1,2,0.136,0,0,0
UPI_LEGIT_010745,335.99,20,6,1,91.17,777,0,0,0,2,0.396,0,0,0
UPI_LEGIT_010992,97.78,7,0,2,484.19,2201,0,0,0,0,0.084,0,0,0
UPI_FRAUD_000936,162833.46,1,4,2,11.77,3201,0,0,1,3,0.043,0,0,1
UPI_LEGIT_002265,364.12,8,5,3,157.6,2947,0,0,1,1,0.243,0,0,0
UPI_FRAUD_000824,528005.32,15,1,1,26.62,421,1,0,1,2,0.65,0,0,1
UPI_LEGIT_012513,516.23,18,5,3,144.2,3417,0,0,0,1,0.156,0,0,0
UPI_LEGIT_007274,838.8,22,3,2,77.26,2795,0,0,0,1,0.016,0,0,0
UPI_LEGIT_011593,910.82,22,5,4,63.85,1474,0,0,0,0,0.06,0,0,0
UPI_FRAUD_001389,45000.8,7,3,7,24.77,3528,0,0,2,6,0.457,1,5,1
UPI_LEGIT_003564,561.51,6,6,2,251.48,2084,0,0,0,0,0.048,0,0,0
UPI_LEGIT_009076,1604.53,22,6,4,785.12,1152,0,0,1,2,0.299,1,1,0
UPI_LEGIT_005429,186.0,10,0,5,460.93,1363,0,0,1,3,0.126,0,0,0
UPI_LEGIT_007827,410.0,7,5,0,370.97,2766,0,0,0,3,0.149,0,0,0
UPI_LEGIT_005690,592.18,13,3,3,145.87,452,0,0,0,2,0.21,0,1,0
UPI_LEGIT_013059,396.0,18,1,4,207.75,2893,0,0,2,1,0.12,1,0,0
UPI_LEGIT_007878,1987.01,18,0,2,36.92,2594,0,0,1,5,0.1,1,0,0
UPI_FRAUD_001868,370180.5,21,4,2,93.32,72,0,0,1,2,0.121,1,0,1
UPI_LEGIT_008202,120.98,15,5,2,36.52,2307,0,0,0,1,0.328,0,0,0
UPI_LEGIT_011607,89.03,19,2,2,14.29,1357,0,0,3,1,0.051,0,0,0
UPI_LEGIT_007486,578.79,19,2,5,189.25,2583,0,0,1,1,0.364,0,0,0
UPI_LEGIT_009655,733.01,11,2,6,72.21,1554,0,0,0,4,0.353,0,1,0
UPI_FRAUD_000806,1300234.21,23,0,1,240.64,3210,1,0,0,2,0.997,0,0,1
UPI_LEGIT_004805,16.72,6,5,2,688.34,182,1,0,0,4,0.269,0,0,0
UPI_LEGIT_013247,1418.75,22,2,2,142.91,2836,0,0,0,0,0.391,0,0,0
UPI_LEGIT_012260,187.95,15,4,5,326.44,1924,0,0,1,3,0.096,0,0,0
UPI_LEGIT_010300,4.38,20,2,3,559.22,386,0,0,2,0,0.054,1,0,0
UPI_LEGIT_013732,92.62,18,6,2,492.85,1980,0,0,0,4,0.268,0,0,0
UPI_LEGIT_014936,10053.28,19,0,5,38.18,3074,0,0,1,2,0.148,1,0,0
UPI_LEGIT_010426,964.98,14,2,4,246.0,2720,0,0,0,4,0.22,0,0,0
UPI_LEGIT_009155,647.82,17,4,3,160.42,2714,0,0,0,2,0.362,0,0,0
UPI_LEGIT_007511,3245.92,12,6,2,64.04,3220,0,0,0,1,0.152,0,1,0
UPI_LEGIT_008056,75.2,20,5,5,105.61,3017,0,0,1,2,0.102,0,0,0
UPI_LEGIT_004494,35.97,22,6,4,304.82,3502,0,0,1,3,0.363,0,0,0
UPI_LEGIT_002632,30.93,17,5,2,686.6,1875,0,0,0,2,0.34,1,0,0
UPI_LEGIT_013356,3966.89,16,1,0,24.52,3238,0,0,1,3,0.113,0,0,0
UPI_LEGIT_008896,57.94,18,6,2,91.48,2142,0,0,1,2,0.332,1,0,0
UPI_LEGIT_008623,33.53,20,6,2,197.09,470,0,0,0,4,0.066,1,0,0
UPI_LEGIT_007832,13393.57,12,2,3,551.21,2027,0,0,1,2,0.134,0,0,0
UPI_LEGIT_004388,290.52,16,5,5,70.6,593,0,0,0,2,0.292,0,2,0
UPI_FRAUD_000145,1631034.55,4,4,1,116.39,3335,0,0,1,3,0.617,1,1,1
UPI_LEGIT_006467,53.86,11,6,1,1382.23,3240,0,0,0,1,0.021,0,0,0
UPI_FRAUD_002033,793131.24,5,2,0,51.8,61,1,0,1,2,0.617,1,0,1
UPI_LEGIT_013695,180.5,6,5,4,30.89,1511,0,0,0,2,0.242,0,0,0
UPI_FRAUD_001165,419871.52,4,5,1,12.59,901,1,0,3,2,0.532,0,0,1
UPI_LEGIT_011692,800.92,20,2,3,31.84,1634,1,0,0,3,0.098,0,0,0
UPI_FRAUD_002050,798712.49,9,2,1,35.85,16,0,0,0,0,0.679,0,0,1
UPI_LEGIT_003760,46.44,18,6,4,26.7,1483,0,0,0,4,0.041,0,0,0
UPI_LEGIT_010816,201.64,14,0,4,203.08,2051,0,0,0,2,0.127,0,1,0
UPI_LEGIT_012676,2532.88,18,3,2,91.48,2304,0,0,1,0,0.057,0,0,0
UPI_LEGIT_004435,3.51,11,3,3,125.92,768,0,0,0,3,0.077,1,0,0
UPI_LEGIT_003430,1098.34,10,2,9,197.0,781,0,0,1,4,0.097,0,0,0
UPI_LEGIT_008190,30.92,9,1,2,213.88,2745,0,0,1,2,0.153,0,0,0
UPI_LEGIT_013149,5.72,8,6,3,323.33,367,0,0,0,1,0.285,0,0,0
UPI_LEGIT_007069,12.0,22,6,2,201.57,3349,0,0,1,3,0.019,0,0,0
UPI_LEGIT_004361,57.96,18,2,5,101.47,942,0,1,0,0,0.256,0,0,0
UPI_LEGIT_010616,34.69,21,5,1,377.22,1968,0,0,0,0,0.127,0,0,0
UPI_LEGIT_009454,447.72,21,6,5,40.8,2722,0,1,0,1,0.018,0,0,0
UPI_FRAUD_001771,94470.0,14,4,10,23.68,3021,0,1,4,8,0.462,0,2,1
UPI_LEGIT_003511,2822.08,10,6,1,17.2,2716,0,0,0,2,0.045,0,0,0
UPI_FRAUD_000271,1763160.29,5,5,4,13.24,3227,1,0,0,3,0.916,0,0,1
UPI_LEGIT_012984,66.95,7,1,3,43.92,3317,0,0,0,1,0.048,0,0,0
UPI_LEGIT_014967,10.73,18,2,5,94.25,3158,0,0,0,1,0.003,0,0,0
UPI_LEGIT_008436,249.76,15,3,3,166.23,3061,0,0,0,5,0.06,0,0,0
UPI_LEGIT_012605,870.75,8,0,2,145.44,2421,0,0,0,1,0.289,0,0,0
UPI_LEGIT_012764,27.26,11,1,0,329.58,830,0,0,1,3,0.016,0,0,0
UPI_FRAUD_002032,603164.43,17,5,4,33.77,87,0,0,1,2,0.757,0,0,1
UPI_LEGIT_012316,64.64,22,2,1,749.09,372,0,0,3,1,0.349,0,0,0
UPI_LEGIT_009005,216.43,6,0,5,114.85,3553,0,0,0,1,0.368,1,0,0
UPI_LEGIT_014503,72.82,20,1,1,63.37,1305,0,0,1,1,0.386,0,0,0
UPI_LEGIT_003810,163.95,15,4,2,40.72,1019,0,0,0,4,0.067,0,0,0
UPI_LEGIT_013470,48.84,22,1,1,212.82,1041,0,0,0,3,0.314,0,0,0
UPI_LEGIT_009996,639.97,10,4,1,176.27,2022,0,0,2,1,0.066,0,0,0
UPI_LEGIT_014833,199.95,17,5,5,782.15,541,0,0,0,2,0.375,0,0,0
UPI_LEGIT_004346,83.96,18,0,7,95.96,2636,0,0,1,2,0.167,0,0,0
UPI_LEGIT_010653,1150.06,14,1,3,92.49,3255,0,0,0,0,0.068,1,0,0
UPI_FRAUD_000545,1067828.11,7,5,5,117.33,895,1,0,1,4,0.613,1,0,1
UPI_LEGIT_003241,594.81,15,3,0,16.27,592,0,0,0,2,0.133,0,1,0
UPI_LEGIT_008930,320.62,15,1,3,49.09,2132,0,0,0,1,0.388,0,0,0
UPI_LEGIT_008502,3.48,7,4,1,53.89,1771,0,0,0,1,0.21,0,0,0
UPI_LEGIT_011713,13.63,14,1,5,22.37,741,0,0,0,1,0.339,0,0,0
UPI_LEGIT_009323,162.16,15,3,3,162.22,2328,0,0,1,1,0.385,0,0,0
UPI_LEGIT_014878,214.57,7,0,6,243.58,1365,0,0,1,2,0.336,0,0,0
UPI_LEGIT_012303,168.32,7,4,4,713.9,944,0,0,1,4,0.188,0,0,0
UPI_LEGIT_010961,221.21,6,1,2,723.7,1999,0,0,0,2,0.005,0,0,0
UPI_LEGIT_007564,141.63,22,1,5,229.58,2779,0,0,0,2,0.013,0,0,0
UPI_FRAUD_000920,263992.53,4,1,4,78.93,2703,1,0,0,3,0.415,1,0,1
UPI_LEGIT_013683,82.9,6,5,4,24.91,3601,0,0,0,4,0.157,0,0,0
UPI_LEGIT_011779,495.89,8,2,2,283.38,2972,0,0,0,1,0.4,0,0,0
UPI_LEGIT_006640,107.49,9,5,2,107.97,1654,0,0,0,2,0.398,0,0,0
UPI_LEGIT_012151,21.04,13,4,2,234.49,1610,0,0,0,2,0.233,0,0,0
UPI_LEGIT_007694,19.65,6,0,5,129.86,3046,0,0,2,2,0.114,0,0,0
UPI_LEGIT_008230,40.65,17,0,1,117.14,1849,0,0,1,5,0.075,0,0,0
UPI_LEGIT_012651,124.83,22,0,4,78.62,571,0,0,1,3,0.362,1,0,0
UPI_LEGIT_007126,109.06,13,6,1,58.09,1729,0,0,0,3,0.123,0,0,0
UPI_LEGIT_004278,115.14,22,4,9,24.56,3641,0,0,2,1,0.372,0,0,0
UPI_LEGIT_002983,255.25,10,4,0,24.03,1628,0,0,0,1,0.198,1,1,0
UPI_FRAUD_000130,1009653.24,1,2,3,7.24,1830,1,0,2,0,0.667,1,0,1
UPI_LEGIT_007980,7.01,13,1,4,148.86,2717,0,0,0,2,0.013,1,0,0
UPI_LEGIT_002667,422.44,14,0,1,52.68,875,0,0,0,2,0.19,0,0,0
UPI_LEGIT_007138,126.07,15,4,4,35.82,2924,0,0,1,1,0.117,0,0,0
UPI_LEGIT_003223,264.91,15,3,5,87.14,625,0,0,1,2,0.39,0,0,0
UPI_LEGIT_009374,1943.0,21,2,1,120.04,2186,0,0,1,4,0.19,0,0,0
UPI_LEGIT_007693,199.98,20,4,2,44.84,1493,0,1,1,4,0.113,0,0,0
UPI_LEGIT_005392,24.24,15,5,3,255.83,2642,0,0,2,3,0.114,0,0,0
UPI_FRAUD_000614,938332.78,20,5,2,153.83,39,0,0,1,1,0.713,1,1,1
UPI_LEGIT_014856,534.65,6,3,0,61.25,2321,0,0,2,1,0.044,0,0,0
UPI_FRAUD_001466,87860.87,3,1,8,57.65,3136,0,0,1,8,0.662,0,4,1
UPI_LEGIT_004497,14.79,13,4,1,27.39,2809,0,0,0,3,0.38,1,0,0
UPI_LEGIT_003042,29.55,17,3,2,17.28,637,1,0,0,2,0.35,0,0,0
UPI_LEGIT_009126,2.11,19,3,6,122.29,3149,0,0,0,3,0.333,0,1,0
UPI_LEGIT_002419,1427.44,10,4,5,343.97,200,0,0,0,1,0.121,0,0,0
UPI_LEGIT_005085,63.68,12,1,1,129.39,3201,0,0,1,0,0.161,0,0,0
UPI_LEGIT_003294,357.07,21,6,3,283.96,2831,0,0,0,0,0.27,0,0,0
UPI_LEGIT_006737,30.27,13,0,2,404.84,3395,0,0,0,3,0.197,0,0,0
UPI_FRAUD_001500,26617.08,22,2,7,49.53,1889,1,0,4,5,0.451,1,4,1
UPI_LEGIT_013014,44.75,6,3,4,1716.07,3529,0,1,1,1,0.174,0,0,0
UPI_LEGIT_009018,16.86,8,0,4,119.14,641,0,0,1,5,0.227,0,0,0
UPI_FRAUD_001521,81421.64,23,5,9,29.48,3439,0,1,5,13,0.581,1,3,1
UPI_LEGIT_013682,25.89,7,1,1,395.73,2089,0,1,1,1,0.143,0,0,0
UPI_LEGIT_011122,562.01,6,2,3,191.97,3373,0,0,1,1,0.027,0,0,0
UPI_LEGIT_004232,738.76,15,0,1,675.42,983,0,0,0,5,0.382,0,0,0
UPI_LEGIT_007686,8.59,22,2,3,74.82,1170,0,0,0,0,0.176,0,0,0
UPI_LEGIT_008820,12.77,17,1,4,209.63,693,0,0,0,2,0.151,0,0,0
UPI_LEGIT_004430,75.45,7,6,3,198.12,1687,0,0,0,2,0.069,0,0,0
UPI_LEGIT_012045,0.27,14,6,1,521.08,3600,0,0,4,1,0.36,0,0,0
UPI_FRAUD_000390,1566682.73,2,6,3,202.95,2170,0,0,2,1,0.764,1,1,1
UPI_LEGIT_012537,304.69,21,2,5,164.37,3150,0,1,0,2,0.305,0,0,0
UPI_LEGIT_014796,434.73,10,6,4,75.99,926,0,0,0,1,0.127,0,0,0
UPI_LEGIT_007124,33.94,8,2,3,13.98,3033,0,0,1,2,0.084,0,0,0
UPI_LEGIT_005913,208.98,9,0,5,153.72,2684,0,0,0,4,0.364,0,0,0
UPI_LEGIT_012182,2898.85,15,2,1,21.48,2879,0,0,1,2,0.107,0,0,0
UPI_LEGIT_008592,75.7,15,0,5,107.89,2804,0,0,1,3,0.377,1,0,0
UPI_LEGIT_004806,168.21,15,1,3,246.67,343,0,0,1,2,0.199,0,0,0
UPI_LEGIT_013434,481.66,18,4,5,52.61,610,0,0,2,2,0.23,0,0,0
UPI_LEGIT_011551,16.18,18,3,3,110.62,1423,0,0,1,1,0.295,0,0,0
UPI_LEGIT_008238,1169.3,19,2,6,43.11,2128,0,0,0,2,0.034,0,0,0
UPI_LEGIT_008044,35.22,11,5,5,53.65,635,0,0,1,3,0.074,0,0,0
UPI_LEGIT_014676,162.14,10,4,1,75.55,3159,0,0,0,1,0.126,0,0,0
UPI_LEGIT_003993,45.93,12,1,3,22.57,2950,0,0,0,2,0.12,0,0,0
UPI_LEGIT_011834,57.44,13,1,2,101.8,2223,0,0,0,4,0.352,0,1,0
UPI_LEGIT_011918,22.24,11,0,2,611.54,695,0,0,1,4,0.185,0,0,0
UPI_LEGIT_014330,197.24,19,3,8,42.32,1569,0,0,1,3,0.29,0,0,0
UPI_LEGIT_006609,140.63,14,6,2,101.62,1655,0,0,1,1,0.113,0,0,0
UPI_LEGIT_005319,943.82,18,0,1,185.98,1664,0,0,0,3,0.085,0,0,0
UPI_LEGIT_014765,165.6,11,2,2,83.77,774,0,0,0,3,0.234,1,0,0
UPI_LEGIT_007119,86.35,17,3,1,74.71,206,0,0,0,3,0.137,1,0,0
UPI_LEGIT_002421,9.62,17,2,2,289.07,2284,0,0,1,6,0.397,0,1,0
UPI_LEGIT_005604,3670.08,19,4,2,166.39,3367,0,0,2,4,0.272,0,0,0
UPI_FRAUD_001750,62797.37,3,3,8,220.5,3318,0,1,3,10,0.647,0,0,1
UPI_LEGIT_014735,19.02,11,2,3,243.66,512,0,0,1,2,0.181,0,0,0
UPI_LEGIT_013530,29.51,21,1,4,23.93,1019,0,0,0,0,0.114,0,0,0
UPI_LEGIT_012254,2.73,22,0,0,202.0,3196,0,1,0,1,0.393,0,0,0
UPI_LEGIT_014576,229.39,17,1,4,125.52,742,0,0,2,2,0.241,0,0,0
UPI_FRAUD_000338,1880060.08,5,1,4,120.24,2166,0,0,0,2,0.747,0,0,1
UPI_LEGIT_008407,151.35,13,0,2,240.01,3510,0,0,1,4,0.382,1,0,0
UPI_LEGIT_011855,75.64,21,0,3,249.7,1701,0,0,1,5,0.083,0,0,0
UPI_FRAUD_001341,400713.38,4,6,3,27.51,1114,1,0,2,1,0.029,0,0,1
UPI_LEGIT_014321,68.83,14,3,2,83.33,1114,0,0,0,2,0.363,0,0,0
UPI_LEGIT_007982,353.84,20,5,1,255.98,3019,0,0,2,0,0.114,0,0,0
UPI_LEGIT_012086,654.11,17,2,6,172.53,2110,0,0,0,0,0.059,1,0,0
UPI_LEGIT_003640,75.54,21,5,3,178.22,3073,0,0,0,1,0.176,0,1,0
UPI_FRAUD_000329,741290.44,1,1,3,62.31,401,0,0,0,3,0.922,0,0,1
UPI_LEGIT_013251,101.34,8,1,2,498.78,3417,0,0,0,3,0.151,0,0,0
UPI_LEGIT_003004,190.12,18,1,7,126.14,2235,0,0,2,1,0.017,0,0,0
UPI_LEGIT_006960,68199.03,16,5,1,65.18,1528,0,0,0,1,0.393,1,0,0
UPI_LEGIT_004090,489.65,18,3,4,167.82,2474,0,0,0,3,0.285,0,0,0
UPI_LEGIT_011307,17.94,8,3,5,51.36,854,0,0,0,0,0.342,0,0,0
UPI_LEGIT_009828,188.43,16,5,8,102.35,3391,0,0,0,1,0.388,0,0,0
UPI_LEGIT_002322,25.79,17,6,2,294.62,1736,0,0,1,1,0.118,1,0,0
UPI_LEGIT_006667,189.16,21,2,6,165.09,1905,0,0,0,3,0.072,1,0,0
UPI_LEGIT_007009,192.47,16,0,4,164.47,3126,0,0,0,6,0.307,0,0,0
UPI_LEGIT_004197,750.94,22,3,3,99.84,1686,0,0,1,5,0.399,0,0,0
UPI_LEGIT_003549,126.08,17,5,2,231.13,670,0,0,1,3,0.042,1,0,0
UPI_LEGIT_009650,89.92,12,3,4,163.36,2367,0,0,2,4,0.046,0,1,0
UPI_LEGIT_008363,12.77,15,0,1,48.22,2196,0,1,1,3,0.336,1,0,0
UPI_LEGIT_004203,162.66,17,4,1,268.14,3649,0,0,0,1,0.161,0,0,0
UPI_LEGIT_013978,283.3,12,4,2,34.1,3258,0,0,0,2,0.105,0,0,0
UPI_LEGIT_011761,407.57,11,1,2,269.82,1052,0,0,0,2,0.048,0,0,0
UPI_LEGIT_012418,3849.64,17,1,4,136.18,2521,0,0,0,1,0.243,0,0,0
UPI_LEGIT_013409,1135.95,18,3,3,126.34,1180,0,0,0,1,0.147,0,0,0
UPI_LEGIT_014403,83.24,19,3,4,941.41,2449,0,0,0,2,0.151,0,0,0
UPI_LEGIT_006185,206.13,16,6,4,111.71,1893,0,0,1,1,0.323,0,0,0
UPI_FRAUD_001639,32351.03,11,1,11,56.19,199,0,1,0,9,0.322,1,0,1
UPI_LEGIT_009130,3210.09,17,1,6,65.54,566,0,0,0,4,0.4,1,0,0
UPI_FRAUD_000060,1186148.15,2,4,2,100.29,1419,0,0,0,2,0.632,0,0,1
UPI_FRAUD_001240,258562.46,0,6,2,197.04,911,1,0,0,1,0.155,0,2,1
UPI_LEGIT_005760,410.13,20,0,4,19.71,1527,0,0,0,1,0.386,0,0,0
UPI_LEGIT_005136,60.18,8,0,0,413.14,3483,0,0,0,2,0.105,0,0,0
UPI_LEGIT_002343,231.08,17,4,3,83.26,3306,0,0,0,1,0.243,0,0,0
UPI_FRAUD_002120,466364.08,16,5,3,34.35,7,0,0,2,5,0.027,0,1,1
UPI_FRAUD_001524,29070.11,0,3,8,37.63,1453,0,0,2,6,0.314,1,2,1
UPI_LEGIT_007617,34.02,10,3,1,53.85,3224,0,0,0,4,0.153,0,0,0
UPI_FRAUD_000153,1593292.16,2,2,2,43.42,1677,0,1,0,4,0.854,0,0,1
UPI_FRAUD_000481,1105343.63,12,0,5,32.38,1184,1,0,1,2,0.767,0,0,1
UPI_LEGIT_006122,6494.14,18,6,3,220.16,1513,0,0,2,2,0.259,1,0,0
UPI_LEGIT_012652,396.41,21,1,3,311.77,1179,0,0,0,4,0.192,0,0,0
UPI_LEGIT_007674,113.83,22,4,3,78.58,2874,0,1,0,3,0.292,0,0,0
UPI_LEGIT_007101,209.04,20,5,6,83.39,3624,0,0,0,3,0.146,1,0,0
UPI_LEGIT_012112,919.96,22,5,1,309.62,3617,0,0,1,2,0.215,0,0,0
UPI_FRAUD_001762,36434.05,22,4,8,148.46,1369,0,0,2,9,0.141,0,2,1
UPI_LEGIT_008942,76.24,15,5,3,170.64,1780,0,0,3,3,0.046,0,0,0
UPI_LEGIT_007715,20.33,10,0,2,114.24,2938,0,0,0,2,0.327,0,0,0
UPI_LEGIT_009977,47.69,19,5,8,803.54,1038,0,0,0,1,0.338,0,0,0
UPI_LEGIT_013628,11.41,15,0,3,473.87,2778,0,0,0,0,0.179,0,0,0
UPI_LEGIT_007479,12223.54,6,0,1,87.61,288,0,0,0,1,0.235,0,1,0
UPI_LEGIT_006212,34.03,11,4,2,32.65,3115,0,0,1,0,0.23,0,0,0
UPI_LEGIT_012693,69.51,17,1,3,239.66,2830,1,0,0,1,0.199,0,1,0
UPI_LEGIT_004853,230.97,18,5,2,162.72,3601,0,0,0,0,0.284,0,0,0
UPI_LEGIT_002711,109.73,9,5,2,131.7,1958,1,0,0,3,0.116,0,1,0
UPI_LEGIT_006766,143.23,13,5,2,255.87,2060,0,0,0,2,0.14,0,0,0
UPI_LEGIT_004150,265.4,19,2,4,76.93,3401,0,1,1,1,0.064,0,1,0
UPI_LEGIT_012385,33.57,8,4,0,186.58,2178,0,0,1,1,0.083,0,0,0
UPI_FRAUD_001333,392357.62,1,2,2,286.82,92,1,0,0,2,0.372,0,0,1
UPI_LEGIT_014124,4478.12,6,6,3,348.57,1333,0,0,0,2,0.004,0,1,0
UPI_LEGIT_011046,268.37,17,0,3,134.2,1118,0,0,0,1,0.083,0,0,0
UPI_LEGIT_008378,237.13,18,0,3,111.63,2576,0,0,0,3,0.378,0,1,0
UPI_LEGIT_009328,15.63,9,6,5,145.34,1814,0,0,0,5,0.021,0,0,0
UPI_LEGIT_014092,128.95,20,6,6,128.39,680,0,0,0,1,0.029,0,0,0
UPI_LEGIT_014559,874.28,7,2,8,71.56,3311,0,0,1,4,0.033,0,0,0
UPI_LEGIT_010250,30.54,6,3,2,33.67,635,0,0,1,0,0.37,1,0,0
UPI_LEGIT_014774,156.97,14,6,2,84.05,916,0,0,2,3,0.219,1,0,0
UPI_LEGIT_003850,13.24,13,6,2,161.58,3203,0,0,0,1,0.109,1,0,0
UPI_LEGIT_008340,2025.74,6,0,4,55.9,1155,0,0,0,5,0.035,1,0,0
UPI_LEGIT_004124,148.57,17,6,4,159.39,2378,0,0,0,4,0.241,0,0,0
UPI_LEGIT_013081,11.1,16,2,2,31.39,910,0,0,0,1,0.143,1,0,0
UPI_LEGIT_013450,100.57,22,5,3,11.06,1869,0,0,0,1,0.006,0,0,0
UPI_LEGIT_011555,87.66,6,0,3,78.85,1608,0,0,0,0,0.292,0,1,0
UPI_LEGIT_004788,640.79,6,4,1,275.72,2459,0,0,0,2,0.112,0,0,0
UPI_LEGIT_002866,1115.87,14,4,2,84.82,2736,0,0,0,0,0.068,0,0,0
UPI_LEGIT_011968,723.19,16,2,4,302.64,2994,0,0,0,1,0.394,0,0,0
UPI_FRAUD_001386,48121.96,20,6,6,44.5,3475,0,1,5,10,0.441,0,0,1
UPI_LEGIT_005941,1052.45,9,3,4,61.02,1707,0,0,0,0,0.157,1,0,0
UPI_LEGIT_003067,26.08,22,4,4,193.98,791,0,0,1,1,0.174,0,0,0
UPI_LEGIT_013595,443.07,20,6,4,131.02,1988,0,0,1,1,0.313,1,0,0
UPI_LEGIT_003629,482.06,21,3,9,302.22,1531,0,0,3,1,0.387,0,0,0
UPI_LEGIT_014199,83.09,22,6,4,50.27,2570,0,0,0,2,0.317,0,0,0
UPI_LEGIT_012989,443.82,17,0,2,490.54,1444,0,0,2,4,0.187,0,0,0
UPI_LEGIT_013427,187.85,7,4,1,98.85,3513,0,0,0,4,0.173,0,1,0
UPI_LEGIT_003028,818.74,8,4,2,25.51,1854,0,0,1,3,0.345,0,0,0
UPI_LEGIT_002969,119.27,11,2,10,322.0,942,0,0,0,2,0.069,1,0,0
UPI_LEGIT_011664,447.33,10,5,5,81.32,396,0,0,1,1,0.259,0,0,0
UPI_LEGIT_009900,1270.54,12,4,1,215.84,3250,0,0,1,0,0.1,0,2,0
UPI_LEGIT_011145,86.51,22,1,3,58.42,2348,0,0,0,1,0.206,0,0,0
UPI_LEGIT_008646,1127.42,6,4,3,74.75,274,0,0,1,2,0.38,0,0,0
UPI_LEGIT_006136,6.44,8,4,2,327.99,2302,0,0,1,2,0.125,0,0,0
UPI_LEGIT_008801,16.86,20,1,3,207.76,1254,1,0,1,4,0.234,0,1,0
UPI_LEGIT_004263,136.44,11,4,2,7.87,1504,0,0,1,1,0.062,0,0,0
UPI_LEGIT_013018,226.92,12,4,0,97.86,3182,0,0,1,0,0.102,0,0,0
UPI_FRAUD_000645,1167218.61,9,4,2,163.45,2532,1,1,0,4,0.737,1,0,1
UPI_LEGIT_014490,15.08,13,5,2,24.63,1928,0,0,2,3,0.042,0,0,0
UPI_FRAUD_002074,467407.19,9,1,1,313.36,5,1,0,3,1,0.693,0,0,1
UPI_LEGIT_012244,53.47,18,5,3,217.32,2943,0,0,0,3,0.038,1,0,0
UPI_FRAUD_000341,555832.56,3,6,3,454.67,1822,0,0,1,0,0.945,0,2,1
UPI_LEGIT_008041,2.93,6,3,1,199.99,2545,0,0,1,1,0.374,0,0,0
UPI_FRAUD_001622,50435.95,12,0,9,201.47,2868,0,0,4,5,0.377,0,5,1
UPI_LEGIT_012875,164.0,19,0,2,335.12,2273,0,1,0,2,0.395,0,0,0
UPI_LEGIT_007141,60.57,7,5,1,40.86,371,0,0,1,3,0.206,1,0,0
UPI_LEGIT_005796,195.08,13,6,2,165.89,1261,0,0,1,6,0.006,1,0,0
UPI_LEGIT_007184,47.82,10,0,5,143.23,3308,0,0,0,3,0.144,1,0,0
UPI_LEGIT_014002,90.87,19,1,4,100.18,2478,0,1,1,3,0.296,0,0,0
UPI_LEGIT_008232,4.63,6,2,2,87.58,1193,0,0,0,2,0.024,0,0,0
UPI_LEGIT_005475,248.78,11,5,3,235.55,2021,0,0,1,4,0.199,0,0,0
UPI_LEGIT_010281,396.66,14,6,5,69.85,623,0,0,0,2,0.365,0,1,0
UPI_LEGIT_012116,500.72,7,2,2,39.12,3309,0,0,0,2,0.207,0,0,0
UPI_LEGIT_010367,135.46,13,2,5,155.3,3364,0,1,0,2,0.378,0,0,0
UPI_LEGIT_013893,40.15,7,6,3,71.93,3367,0,0,0,0,0.343,1,0,0
UPI_FRAUD_000074,1389426.28,5,3,4,428.43,301,0,0,1,2,0.658,0,0,1
UPI_LEGIT_014842,684.2,10,0,5,55.84,1821,0,0,1,2,0.299,0,1,0
UPI_LEGIT_014895,2664.88,21,4,1,384.78,3541,0,0,1,3,0.177,0,0,0
UPI_LEGIT_010849,27.53,9,5,3,161.81,279,0,1,0,2,0.247,0,0,0
UPI_LEGIT_011372,8.45,13,3,2,2004.67,277,0,0,0,1,0.126,1,0,0
UPI_LEGIT_010268,57.2,12,3,3,158.55,235,0,0,1,0,0.127,0,0,0
UPI_LEGIT_008633,1339.68,14,1,7,24.45,2023,0,0,1,2,0.158,0,0,0
UPI_LEGIT_013852,77.59,18,3,3,68.6,2344,0,0,1,2,0.322,1,0,0
UPI_FRAUD_002051,896274.62,22,6,0,90.38,79,1,0,0,1,0.84,0,0,1
UPI_LEGIT_002541,2000.44,9,3,4,26.95,2782,0,0,0,0,0.172,0,0,0
UPI_FRAUD_001301,205629.61,2,6,4,276.17,2079,0,0,0,2,0.413,0,0,1
UPI_LEGIT_005877,84.77,18,0,5,213.48,1781,0,0,0,0,0.144,0,0,0
UPI_LEGIT_007368,312.63,9,6,2,119.76,1268,0,0,1,2,0.239,0,0,0
