person_age,person_income,person_home_ownership,person_emp_length,loan_intent,loan_grade,loan_amnt,loan_int_rate,loan_percent_income,cb_person_default_on_file,cb_person_cred_hist_length,dti_ratio,delinquencies_2yrs,revolving_utilization,total_accounts,inquiries_6months,public_records,loan_status
35,67554.45,MORTGAGE,22,DEBTCONSOLIDATION,C,27190,9.29,0.4,Y,28,0.28,1,0.17,24,0,0,0
52,55756.7,MORTGAGE,15,PERSONAL,B,11181,9.84,0.2,N,25,0.45,0,0.42,9,1,0,0
37,19388.55,RENT,34,VENTURE,E,38339,19.33,1.98,N,15,0.41,0,0.08,27,1,0,1
54,53099.38,MORTGAGE,8,PERSONAL,G,36293,22.29,0.68,N,18,0.54,0,0.12,8,0,0,1
52,118563.5,RENT,24,MEDICAL,G,43308,13.42,0.37,N,14,0.16,0,0.12,10,2,0,0
34,39435.64,MORTGAGE,22,HOMEIMPROVEMENT,C,1636,5.26,0.04,N,13,0.15,0,0.37,28,0,0,0
49,31881.34,MORTGAGE,4,DEBTCONSOLIDATION,E,42987,13.09,1.35,N,20,0.33,0,0.25,13,0,0,0
47,65958.52,MORTGAGE,28,EDUCATION,C,48071,14.7,0.73,N,28,0.17,0,0.21,5,2,0,0
44,97984.55,MORTGAGE,35,EDUCATION,G,11897,24.0,0.12,Y,29,0.54,2,0.3,3,0,0,1
52,54067.59,RENT,19,PERSONAL,A,4139,7.07,0.08,Y,25,0.55,1,0.37,28,1,0,0
30,64728.79,RENT,25,HOMEIMPROVEMENT,D,49951,7.29,0.77,N,5,0.47,0,0.5,27,0,0,0
54,96827.15,RENT,33,EDUCATION,E,36041,11.99,0.37,N,26,0.45,0,0.55,4,1,0,0
61,47242.25,MORTGAGE,35,HOMEIMPROVEMENT,A,15638,23.48,0.33,N,18,0.16,0,0.36,9,1,0,0
43,21375.66,RENT,19,PERSONAL,E,42522,11.38,1.99,N,11,0.16,0,0.29,28,1,0,1
46,81917.48,OWN,17,HOMEIMPROVEMENT,D,26389,16.9,0.32,N,12,0.44,0,0.27,25,0,0,0
21,65927.68,MORTGAGE,12,VENTURE,E,37971,9.13,0.58,Y,22,0.39,1,0.13,23,1,0,1
61,78272.32,MORTGAGE,34,DEBTCONSOLIDATION,B,26449,21.56,0.34,N,17,0.4,0,0.72,13,0,0,0
33,61372.57,MORTGAGE,23,DEBTCONSOLIDATION,D,28144,23.81,0.46,Y,13,0.39,1,0.22,2,3,0,1
62,35561.07,RENT,36,EDUCATION,E,25353,8.78,0.71,N,24,0.42,0,0.36,5,0,0,0
59,65531.62,MORTGAGE,37,HOMEIMPROVEMENT,A,37328,20.08,0.57,Y,18,0.28,1,0.17,26,0,0,0
45,104152.53,MORTGAGE,24,MEDICAL,C,3359,22.42,0.03,N,9,0.11,0,0.21,16,0,0,0
33,88560.34,MORTGAGE,23,EDUCATION,E,18803,17.89,0.21,Y,4,0.53,1,0.26,29,2,0,0
43,56343.49,RENT,19,HOMEIMPROVEMENT,C,3174,21.57,0.06,N,26,0.1,0,0.33,3,0,0,0
41,85292.49,RENT,11,VENTURE,E,10421,14.68,0.12,Y,17,0.32,1,0.46,9,0,0,0
42,187157.59,RENT,14,HOMEIMPROVEMENT,E,17354,16.23,0.09,Y,28,0.25,1,0.2,25,2,0,0
59,56765.45,MORTGAGE,13,HOMEIMPROVEMENT,D,31514,12.08,0.56,N,9,0.19,0,0.27,7,0,0,0
48,36468.32,MORTGAGE,24,MEDICAL,D,45126,20.94,1.24,Y,25,0.24,1,0.69,28,0,0,1
55,41384.98,RENT,37,DEBTCONSOLIDATION,D,29048,23.21,0.7,N,5,0.17,0,0.08,20,0,0,0
32,40946.35,RENT,6,MEDICAL,G,10772,20.7,0.26,N,9,0.44,0,0.31,25,2,0,1
54,63991.33,MORTGAGE,31,MEDICAL,F,10559,18.79,0.17,N,14,0.16,0,0.39,25,0,0,0
51,47905.29,MORTGAGE,25,EDUCATION,B,49950,18.76,1.04,N,3,0.24,0,0.48,10,2,0,0
23,117393.78,MORTGAGE,39,EDUCATION,D,21986,6.4,0.19,N,18,0.16,0,0.31,29,0,0,0
55,58914.87,RENT,30,HOMEIMPROVEMENT,E,17236,12.49,0.29,Y,16,0.36,1,0.22,18,0,0,0
30,44653.19,MORTGAGE,31,PERSONAL,B,2120,5.86,0.05,Y,18,0.2,1,0.13,8,1,0,0
25,34383.08,MORTGAGE,18,MEDICAL,E,34212,8.63,1.0,N,13,0.47,0,0.66,4,0,0,1
37,25811.62,MORTGAGE,16,PERSONAL,G,35216,24.85,1.36,N,8,0.2,0,0.25,13,0,0,1
24,82954.63,MORTGAGE,18,DEBTCONSOLIDATION,D,26407,14.03,0.32,N,11,0.18,0,0.31,13,0,0,0
24,98677.97,RENT,8,VENTURE,D,6515,14.79,0.07,N,19,0.24,0,0.1,25,1,0,0
24,27666.66,MORTGAGE,29,MEDICAL,G,22069,10.78,0.8,N,24,0.28,0,0.71,16,0,0,1
59,48554.33,MORTGAGE,37,DEBTCONSOLIDATION,E,27853,19.93,0.57,N,18,0.37,0,0.42,11,1,0,0
53,33784.41,MORTGAGE,4,DEBTCONSOLIDATION,C,49045,23.9,1.45,N,22,0.15,0,0.54,23,0,0,0
28,37117.7,MORTGAGE,26,VENTURE,C,47757,19.93,1.29,N,4,0.51,0,0.23,19,2,0,1
54,107026.96,RENT,36,MEDICAL,A,28553,15.29,0.27,Y,11,0.5,1,0.49,16,2,0,0
55,37221.67,RENT,16,PERSONAL,E,35689,5.62,0.96,N,19,0.24,0,0.25,24,1,0,0
26,59682.98,RENT,28,MEDICAL,C,36754,6.38,0.62,N,23,0.51,0,0.23,14,0,0,0
37,40813.58,RENT,4,MEDICAL,B,36680,18.11,0.9,N,11,0.56,0,0.35,2,0,0,0
53,53970.1,MORTGAGE,3,HOMEIMPROVEMENT,G,17687,12.31,0.33,N,7,0.14,0,0.35,5,0,0,0
41,38083.82,RENT,8,MEDICAL,D,4303,15.05,0.11,N,19,0.34,0,0.1,6,0,0,0
54,70541.44,RENT,23,DEBTCONSOLIDATION,G,20597,12.66,0.29,N,17,0.51,0,0.53,18,1,0,0
25,35400.42,MORTGAGE,39,VENTURE,B,20293,6.03,0.57,Y,17,0.31,1,0.07,8,0,0,0
60,37382.75,RENT,15,EDUCATION,A,27570,12.31,0.74,N,13,0.58,0,0.14,23,1,0,0
54,23390.38,MORTGAGE,14,DEBTCONSOLIDATION,F,44799,22.38,1.92,N,26,0.21,0,0.16,26,1,0,1
24,33289.72,RENT,24,VENTURE,A,11988,24.16,0.36,Y,8,0.59,1,0.23,19,1,0,0
35,53631.11,RENT,2,VENTURE,G,14171,16.71,0.26,N,20,0.34,0,0.14,22,0,0,0
37,71532.6,MORTGAGE,30,VENTURE,E,28727,5.07,0.4,Y,11,0.53,1,0.49,12,0,0,1
31,65962.31,MORTGAGE,6,PERSONAL,B,34953,16.1,0.53,Y,19,0.18,1,0.46,27,0,0,1
43,40381.09,MORTGAGE,11,DEBTCONSOLIDATION,F,40217,22.08,1.0,N,8,0.47,0,0.14,22,0,0,1
22,80031.43,MORTGAGE,23,VENTURE,G,27266,7.34,0.34,Y,24,0.24,1,0.09,14,0,0,0
62,91317.9,RENT,37,VENTURE,C,8793,21.53,0.1,N,4,0.58,0,0.35,5,1,0,0
33,83433.18,RENT,8,VENTURE,F,30814,24.01,0.37,Y,11,0.17,1,0.47,29,2,0,0
53,45207.01,MORTGAGE,4,VENTURE,G,26103,6.42,0.58,N,26,0.21,0,0.13,10,0,0,0
60,58628.53,RENT,29,PERSONAL,B,11616,12.96,0.2,N,22,0.46,0,0.07,3,0,0,0
52,18821.01,MORTGAGE,19,HOMEIMPROVEMENT,C,47637,11.0,2.53,Y,22,0.13,1,0.35,3,0,0,0
47,46980.57,MORTGAGE,21,DEBTCONSOLIDATION,C,40535,8.12,0.86,Y,28,0.28,2,0.35,4,0,0,1
60,38541.53,MORTGAGE,17,HOMEIMPROVEMENT,E,23316,17.05,0.6,N,23,0.32,0,0.4,27,1,0,1
31,52886.6,MORTGAGE,25,DEBTCONSOLIDATION,F,28094,24.37,0.53,N,15,0.37,0,0.37,7,0,0,1
45,27131.64,MORTGAGE,15,VENTURE,D,45198,23.34,1.67,N,22,0.13,0,0.36,10,1,0,1
35,72944.15,MORTGAGE,0,VENTURE,D,8716,6.56,0.12,N,15,0.22,0,0.07,23,0,0,0
39,58002.23,RENT,0,HOMEIMPROVEMENT,F,7272,23.49,0.13,N,2,0.47,0,0.18,20,2,0,1
44,98728.62,MORTGAGE,34,HOMEIMPROVEMENT,F,37336,6.58,0.38,N,16,0.52,0,0.49,16,0,0,0
36,117859.53,MORTGAGE,39,EDUCATION,G,43880,11.33,0.37,Y,2,0.17,1,0.14,13,1,0,0
49,71058.01,MORTGAGE,30,MEDICAL,E,8346,12.15,0.12,N,20,0.5,0,0.06,9,0,0,0
22,80890.97,MORTGAGE,6,EDUCATION,B,20105,8.86,0.25,N,13,0.53,0,0.14,20,1,0,0
34,96577.59,MORTGAGE,2,MEDICAL,G,30138,11.2,0.31,Y,10,0.58,1,0.42,18,0,0,0
58,73157.17,MORTGAGE,12,EDUCATION,G,29624,10.87,0.4,Y,26,0.5,2,0.25,6,0,0,1
60,39815.56,MORTGAGE,22,DEBTCONSOLIDATION,G,28509,17.81,0.72,N,2,0.53,0,0.1,28,0,0,1
32,62483.69,MORTGAGE,9,VENTURE,D,42184,15.82,0.68,N,26,0.58,0,0.4,22,1,0,1
46,44603.83,MORTGAGE,27,EDUCATION,C,39570,17.0,0.89,N,10,0.57,0,0.23,20,1,0,1
33,71767.45,MORTGAGE,17,VENTURE,B,46327,22.82,0.65,N,18,0.37,0,0.56,28,0,0,0
58,44905.91,MORTGAGE,29,EDUCATION,E,44192,18.87,0.98,N,16,0.4,0,0.1,23,0,0,0
40,66267.61,OWN,1,VENTURE,G,18357,20.8,0.28,N,9,0.12,0,0.31,11,0,1,1
39,44830.7,MORTGAGE,19,DEBTCONSOLIDATION,D,6135,5.61,0.14,Y,29,0.45,1,0.19,10,0,0,0
58,97620.13,MORTGAGE,17,HOMEIMPROVEMENT,B,3221,16.27,0.03,N,27,0.23,0,0.15,12,1,0,0
30,32895.95,MORTGAGE,37,EDUCATION,F,43936,22.44,1.34,N,4,0.53,0,0.16,29,0,0,1
24,62401.5,MORTGAGE,18,PERSONAL,A,3556,18.01,0.06,N,24,0.27,0,0.49,17,1,0,0
34,59091.77,RENT,8,PERSONAL,B,14093,6.11,0.24,N,27,0.25,0,0.29,28,0,0,0
53,29309.8,MORTGAGE,20,VENTURE,D,42850,16.4,1.46,N,13,0.6,0,0.18,22,0,0,1
37,62090.55,OWN,31,PERSONAL,G,15030,8.24,0.24,Y,6,0.3,1,0.66,7,3,0,0
38,197646.36,RENT,17,EDUCATION,D,28643,10.34,0.14,N,15,0.22,0,0.12,16,1,0,0
53,30185.03,MORTGAGE,33,HOMEIMPROVEMENT,F,7934,11.48,0.26,N,9,0.27,0,0.26,2,0,1,0
33,41275.23,RENT,1,DEBTCONSOLIDATION,E,23938,11.95,0.58,N,25,0.2,0,0.21,22,0,0,1
38,44102.91,OWN,23,EDUCATION,E,37288,17.39,0.85,N,3,0.46,0,0.11,20,0,0,1
54,56200.62,RENT,23,DEBTCONSOLIDATION,G,31139,8.14,0.55,Y,22,0.18,1,0.49,23,0,0,1
53,46090.28,MORTGAGE,18,PERSONAL,F,19177,24.22,0.42,N,29,0.19,0,0.5,18,0,1,1
40,111533.9,RENT,35,PERSONAL,D,31909,7.13,0.29,Y,12,0.4,3,0.31,29,1,0,0
24,42034.69,RENT,5,PERSONAL,D,15389,11.68,0.37,N,28,0.38,0,0.43,13,0,0,0
26,39358.85,OWN,10,HOMEIMPROVEMENT,D,7478,10.47,0.19,N,15,0.47,0,0.18,14,1,0,0
64,225801.15,MORTGAGE,32,DEBTCONSOLIDATION,D,7407,9.86,0.03,N,24,0.26,0,0.1,27,1,0,0
22,77566.84,MORTGAGE,35,VENTURE,D,23093,14.49,0.3,N,11,0.14,0,0.16,16,1,0,0
44,25537.35,OWN,0,DEBTCONSOLIDATION,B,39291,22.72,1.54,N,2,0.24,0,0.18,5,1,0,1
53,55827.8,MORTGAGE,29,MEDICAL,F,40463,16.74,0.72,N,28,0.17,0,0.58,25,0,0,0
54,96862.23,RENT,31,PERSONAL,E,11749,23.15,0.12,N,27,0.41,0,0.65,7,0,0,0
60,76445.98,MORTGAGE,29,VENTURE,D,44643,13.68,0.58,N,26,0.43,0,0.14,15,0,0,1
55,33567.95,MORTGAGE,7,HOMEIMPROVEMENT,G,9210,8.15,0.27,Y,29,0.52,1,0.42,8,1,0,1
60,65236.65,MORTGAGE,34,HOMEIMPROVEMENT,G,17817,9.11,0.27,N,6,0.4,0,0.35,7,1,0,0
45,25044.72,OWN,34,HOMEIMPROVEMENT,E,1994,22.96,0.08,Y,10,0.2,1,0.08,24,0,0,1
30,29772.15,RENT,29,DEBTCONSOLIDATION,B,7992,8.26,0.27,N,16,0.17,0,0.23,29,1,0,0
38,60931.36,MORTGAGE,38,HOMEIMPROVEMENT,D,44262,24.47,0.73,N,16,0.25,0,0.27,22,1,0,0
48,83841.1,OWN,4,DEBTCONSOLIDATION,A,2205,8.87,0.03,Y,3,0.29,1,0.09,25,1,0,0
59,78342.7,MORTGAGE,6,EDUCATION,F,11950,19.56,0.15,Y,8,0.58,1,0.26,26,0,0,0
41,58604.3,MORTGAGE,0,VENTURE,D,26886,15.81,0.46,N,22,0.42,0,0.61,10,0,0,1
35,38088.6,RENT,18,HOMEIMPROVEMENT,C,48180,22.42,1.26,N,16,0.16,0,0.18,21,1,0,0
59,76052.19,RENT,34,MEDICAL,A,32344,19.26,0.43,N,13,0.32,0,0.13,26,1,0,0
41,219256.83,MORTGAGE,6,HOMEIMPROVEMENT,G,36078,22.57,0.16,N,29,0.29,0,0.14,9,0,0,0
25,69434.62,RENT,29,PERSONAL,B,38387,17.64,0.55,N,27,0.47,0,0.07,3,0,0,0
53,60414.46,MORTGAGE,23,PERSONAL,E,37862,6.4,0.63,N,3,0.37,0,0.17,25,1,0,0
61,159683.52,RENT,3,MEDICAL,B,16583,10.75,0.1,Y,3,0.6,1,0.2,5,0,0,0
28,40643.38,MORTGAGE,8,DEBTCONSOLIDATION,E,5704,18.37,0.14,N,6,0.43,0,0.41,5,0,0,1
63,26113.93,RENT,3,VENTURE,A,11047,18.2,0.42,N,20,0.37,0,0.4,6,0,0,1
36,52970.74,MORTGAGE,28,DEBTCONSOLIDATION,F,18378,11.69,0.35,N,23,0.29,0,0.4,7,0,0,0
24,134831.21,RENT,18,DEBTCONSOLIDATION,B,36759,15.58,0.27,N,28,0.3,0,0.52,20,1,0,0
22,131066.64,MORTGAGE,4,MEDICAL,F,35994,15.95,0.27,N,25,0.41,0,0.37,14,3,0,0
35,83286.43,RENT,5,HOMEIMPROVEMENT,A,14237,12.1,0.17,N,5,0.58,0,0.2,12,1,0,0
48,76217.48,MORTGAGE,22,VENTURE,F,49703,8.71,0.65,Y,21,0.34,1,0.17,28,0,0,0
26,82769.62,MORTGAGE,22,EDUCATION,B,22251,13.16,0.27,N,7,0.21,0,0.06,23,2,0,0
25,58534.8,MORTGAGE,35,EDUCATION,E,13544,7.73,0.23,N,3,0.35,0,0.41,14,0,1,0
24,52641.17,OWN,27,EDUCATION,A,44893,23.71,0.85,N,12,0.32,0,0.14,23,2,0,0
23,32189.47,MORTGAGE,32,VENTURE,F,14669,17.99,0.46,Y,16,0.44,2,0.31,28,0,0,1
34,161864.24,OWN,0,DEBTCONSOLIDATION,A,29918,14.37,0.18,N,9,0.11,0,0.2,20,0,0,0
35,94192.2,RENT,37,EDUCATION,A,29502,16.27,0.31,Y,16,0.1,1,0.09,19,1,0,0
39,84717.28,RENT,3,EDUCATION,G,27795,9.44,0.33,N,27,0.38,0,0.2,7,0,0,0
32,23903.09,RENT,19,DEBTCONSOLIDATION,F,22500,6.18,0.94,Y,13,0.21,1,0.32,4,1,0,1
44,33896.74,RENT,4,DEBTCONSOLIDATION,C,20774,8.97,0.61,N,26,0.46,0,0.46,13,0,0,0
29,40574.29,MORTGAGE,29,EDUCATION,C,35662,23.03,0.88,N,24,0.24,0,0.47,16,3,0,0
37,41219.26,RENT,27,MEDICAL,G,8426,15.63,0.2,N,3,0.56,0,0.38,2,1,0,0
30,282343.17,MORTGAGE,21,PERSONAL,F,27081,14.86,0.1,N,22,0.37,0,0.32,15,0,0,0
54,64931.22,MORTGAGE,24,VENTURE,B,16346,18.7,0.25,N,9,0.57,0,0.26,26,1,0,0
64,101356.77,MORTGAGE,18,DEBTCONSOLIDATION,A,35813,6.32,0.35,N,15,0.21,0,0.63,21,3,0,0
32,37481.79,MORTGAGE,35,DEBTCONSOLIDATION,C,48336,13.5,1.29,Y,2,0.34,1,0.17,25,0,0,0
39,21014.18,RENT,14,HOMEIMPROVEMENT,D,49463,19.96,2.35,N,20,0.42,0,0.29,20,1,0,1
22,79468.76,MORTGAGE,20,HOMEIMPROVEMENT,A,49012,9.08,0.62,N,7,0.27,0,0.43,13,1,0,0
54,36792.19,RENT,10,EDUCATION,A,5896,11.79,0.16,N,15,0.49,0,0.31,4,1,0,0
41,64304.5,MORTGAGE,2,HOMEIMPROVEMENT,D,22333,17.1,0.35,N,17,0.52,0,0.17,19,1,0,0
26,39131.02,RENT,18,MEDICAL,G,24382,11.98,0.62,N,10,0.13,0,0.28,29,0,0,0
38,78478.1,RENT,24,EDUCATION,E,33619,9.65,0.43,N,5,0.12,0,0.33,17,0,0,0
36,26450.1,MORTGAGE,26,EDUCATION,C,20726,9.61,0.78,N,12,0.44,0,0.1,23,1,0,1
56,93441.9,RENT,1,DEBTCONSOLIDATION,F,17915,9.01,0.19,N,28,0.12,0,0.12,6,1,0,0
58,43407.98,RENT,36,VENTURE,B,26928,9.91,0.62,N,28,0.37,0,0.25,7,1,0,0
54,92412.13,OWN,36,EDUCATION,D,45037,24.36,0.49,N,22,0.42,0,0.08,3,0,0,1
28,34896.29,MORTGAGE,12,HOMEIMPROVEMENT,G,36878,15.46,1.06,N,4,0.38,0,0.63,25,1,0,0
22,62702.22,RENT,37,DEBTCONSOLIDATION,B,30669,8.66,0.49,N,25,0.59,0,0.76,6,0,0,0
50,45535.09,MORTGAGE,23,PERSONAL,A,29664,5.6,0.65,N,25,0.59,0,0.19,19,1,1,1
42,88167.29,RENT,29,MEDICAL,F,23216,6.16,0.26,N,9,0.38,0,0.61,17,0,0,0
30,57490.98,MORTGAGE,34,HOMEIMPROVEMENT,C,3422,24.03,0.06,N,26,0.49,0,0.16,5,1,0,0
26,156621.26,RENT,21,EDUCATION,A,17018,13.48,0.11,Y,9,0.46,1,0.31,20,0,0,0
45,26020.75,RENT,28,MEDICAL,C,13696,20.3,0.53,Y,18,0.58,2,0.27,9,0,0,1
62,44244.56,RENT,25,EDUCATION,E,2098,11.59,0.05,N,28,0.22,0,0.19,11,0,0,0
61,53672.0,OWN,12,DEBTCONSOLIDATION,C,1410,7.93,0.03,N,8,0.48,0,0.35,6,2,0,0
22,15500.48,MORTGAGE,31,HOMEIMPROVEMENT,B,31089,8.17,2.01,N,6,0.17,0,0.08,13,0,0,1
48,80865.72,MORTGAGE,36,EDUCATION,D,20905,22.65,0.26,N,22,0.25,0,0.18,7,0,0,0
36,32097.32,OWN,14,MEDICAL,A,43387,9.38,1.35,N,9,0.59,0,0.14,25,1,0,0
46,102812.6,MORTGAGE,34,HOMEIMPROVEMENT,D,14227,23.55,0.14,N,14,0.17,0,0.36,3,1,0,0
50,176960.19,RENT,16,MEDICAL,G,32520,8.15,0.18,Y,26,0.46,1,0.53,25,0,0,0
64,97437.39,OWN,9,EDUCATION,A,39690,13.27,0.41,N,16,0.27,0,0.4,14,1,0,0
39,31695.8,RENT,25,VENTURE,E,33727,13.16,1.06,N,17,0.45,0,0.62,14,0,0,1
58,41980.81,RENT,20,PERSONAL,B,24432,9.26,0.58,Y,24,0.43,1,0.6,24,0,0,0
52,276131.95,RENT,15,VENTURE,E,23267,20.93,0.08,N,6,0.15,0,0.3,6,3,0,0
60,82330.79,MORTGAGE,38,VENTURE,D,33693,16.92,0.41,N,6,0.6,0,0.15,11,0,0,1
50,42453.44,RENT,1,DEBTCONSOLIDATION,A,32897,17.1,0.77,N,13,0.58,0,0.31,24,2,0,1
30,113901.64,MORTGAGE,37,HOMEIMPROVEMENT,F,16610,24.65,0.15,N,7,0.1,0,0.3,20,0,0,0
24,75434.69,MORTGAGE,38,MEDICAL,A,25994,19.79,0.34,N,2,0.53,0,0.15,28,0,0,0
40,60389.68,MORTGAGE,31,MEDICAL,B,8666,9.94,0.14,N,21,0.45,0,0.57,26,1,0,0
56,39432.52,MORTGAGE,30,HOMEIMPROVEMENT,A,41181,7.42,1.04,N,12,0.28,0,0.43,19,0,0,0
22,119950.69,MORTGAGE,18,PERSONAL,D,13822,6.58,0.12,N,28,0.36,0,0.35,28,0,0,0
34,143959.97,MORTGAGE,29,DEBTCONSOLIDATION,A,45022,14.44,0.31,N,10,0.41,0,0.03,19,2,0,0
58,51601.47,RENT,25,PERSONAL,E,44377,12.59,0.86,N,26,0.2,0,0.5,18,0,0,0
57,87496.1,OWN,19,VENTURE,E,2195,21.04,0.03,Y,16,0.48,1,0.24,6,0,0,0
61,50479.29,RENT,22,MEDICAL,B,16467,24.14,0.33,Y,22,0.59,1,0.11,13,0,0,0
37,79644.46,MORTGAGE,17,PERSONAL,A,19082,13.17,0.24,Y,29,0.42,1,0.18,14,0,0,0
30,29581.86,MORTGAGE,28,PERSONAL,C,7695,21.11,0.26,N,16,0.24,0,0.26,5,0,0,0
56,125535.08,RENT,22,PERSONAL,A,16212,10.47,0.13,N,23,0.28,0,0.3,17,0,0,0
37,80109.99,MORTGAGE,33,HOMEIMPROVEMENT,E,41137,11.37,0.51,Y,8,0.54,1,0.08,28,0,0,1
56,76622.43,MORTGAGE,39,HOMEIMPROVEMENT,E,2608,9.73,0.03,N,23,0.25,0,0.24,3,0,0,0
58,61856.12,MORTGAGE,28,DEBTCONSOLIDATION,G,30234,17.5,0.49,N,6,0.36,0,0.29,22,0,0,0
51,68778.18,RENT,37,DEBTCONSOLIDATION,A,7621,17.55,0.11,N,10,0.28,0,0.08,13,0,0,0
56,37516.92,RENT,26,VENTURE,C,25758,19.8,0.69,N,16,0.16,0,0.5,21,1,0,0
37,33111.56,MORTGAGE,4,HOMEIMPROVEMENT,F,21413,22.43,0.65,N,19,0.33,0,0.07,16,0,0,0
28,49186.91,MORTGAGE,38,EDUCATION,G,35641,15.01,0.72,Y,4,0.45,2,0.43,5,0,0,1
56,21929.74,RENT,13,HOMEIMPROVEMENT,E,23584,15.77,1.08,Y,2,0.33,1,0.48,3,1,1,1
33,70519.44,MORTGAGE,18,MEDICAL,D,32121,20.41,0.46,N,23,0.32,0,0.34,10,1,0,1
40,28638.33,MORTGAGE,8,EDUCATION,E,45696,5.67,1.6,Y,9,0.52,1,0.25,20,1,0,1
36,28498.6,MORTGAGE,3,MEDICAL,E,27937,21.88,0.98,N,28,0.57,0,0.15,25,0,0,1
26,35571.1,MORTGAGE,27,HOMEIMPROVEMENT,B,42076,23.2,1.18,N,29,0.41,0,0.21,21,2,0,0
28,72596.21,RENT,16,MEDICAL,F,44626,5.51,0.61,N,8,0.13,0,0.3,12,1,0,0
40,96620.39,RENT,28,EDUCATION,B,3394,8.83,0.04,Y,28,0.56,1,0.6,2,0,0,0
44,31860.02,RENT,37,DEBTCONSOLIDATION,F,44613,22.38,1.4,Y,17,0.32,1,0.46,13,0,0,1
44,20136.65,RENT,1,MEDICAL,C,36452,12.07,1.81,Y,20,0.23,1,0.58,6,0,0,0
36,77618.78,RENT,24,HOMEIMPROVEMENT,E,10094,22.12,0.13,N,5,0.21,0,0.47,11,1,0,0
22,223780.15,MORTGAGE,24,HOMEIMPROVEMENT,A,26874,21.85,0.12,N,15,0.12,0,0.14,4,1,1,0
28,25895.37,RENT,34,MEDICAL,D,3980,10.76,0.15,N,19,0.15,0,0.33,2,0,0,0
41,89550.98,RENT,13,EDUCATION,C,38645,7.1,0.43,Y,19,0.39,1,0.39,14,2,0,0
36,96608.31,MORTGAGE,36,DEBTCONSOLIDATION,D,33162,16.85,0.34,N,22,0.56,0,0.34,13,1,0,0
39,39174.97,MORTGAGE,33,VENTURE,G,30165,21.38,0.77,Y,11,0.17,1,0.43,14,1,0,1
45,80479.11,OWN,34,PERSONAL,F,36558,9.24,0.45,Y,10,0.49,1,0.54,10,0,0,1
46,63837.02,RENT,8,PERSONAL,B,48776,14.41,0.76,N,15,0.21,0,0.09,21,1,0,0
40,65832.13,MORTGAGE,36,MEDICAL,G,20210,22.87,0.31,Y,15,0.19,2,0.4,12,1,0,0
47,69192.05,RENT,8,DEBTCONSOLIDATION,G,32337,24.86,0.47,N,18,0.44,0,0.17,6,1,0,1
36,71621.36,RENT,31,DEBTCONSOLIDATION,C,3107,17.23,0.04,N,26,0.19,0,0.19,3,0,0,0
43,58915.83,MORTGAGE,36,DEBTCONSOLIDATION,D,48957,7.24,0.83,Y,19,0.33,1,0.15,20,0,0,0
35,59372.08,RENT,33,MEDICAL,G,13837,24.22,0.23,N,15,0.53,0,0.28,14,0,0,0
40,73687.13,RENT,28,VENTURE,D,47648,13.14,0.65,N,3,0.11,0,0.18,11,0,0,0
56,206847.79,MORTGAGE,9,HOMEIMPROVEMENT,E,6222,15.02,0.03,N,16,0.46,0,0.19,4,4,0,1
49,57025.49,MORTGAGE,33,MEDICAL,B,40653,10.7,0.71,Y,27,0.41,1,0.17,3,1,0,0
28,101109.79,MORTGAGE,34,HOMEIMPROVEMENT,A,27521,12.06,0.27,N,15,0.41,0,0.41,3,0,0,0
57,41678.57,MORTGAGE,37,PERSONAL,E,10761,11.24,0.26,Y,17,0.25,1,0.27,18,0,0,0
30,36507.3,MORTGAGE,18,MEDICAL,B,48797,10.86,1.34,N,23,0.15,0,0.63,10,0,0,0
38,96487.18,RENT,18,PERSONAL,A,32399,14.79,0.34,N,25,0.37,0,0.57,22,0,0,0
46,47567.58,RENT,6,PERSONAL,B,22771,14.45,0.48,Y,12,0.11,2,0.15,5,0,1,1
37,59383.53,MORTGAGE,34,DEBTCONSOLIDATION,E,38614,18.05,0.65,Y,10,0.27,1,0.39,8,0,0,1
43,76779.45,RENT,10,VENTURE,C,36282,21.45,0.47,Y,4,0.5,1,0.33,13,2,0,1
43,25820.49,MORTGAGE,20,EDUCATION,E,18729,20.59,0.73,N,18,0.29,0,0.02,12,0,0,1
41,67467.33,RENT,12,HOMEIMPROVEMENT,D,11391,10.7,0.17,Y,26,0.12,1,0.3,27,1,0,0
48,64551.51,RENT,5,EDUCATION,A,16729,18.66,0.26,N,29,0.54,0,0.28,22,1,0,0
37,31486.74,RENT,21,PERSONAL,E,2235,10.98,0.07,N,26,0.3,0,0.6,28,1,0,0
22,76658.25,MORTGAGE,31,DEBTCONSOLIDATION,C,15825,8.02,0.21,Y,18,0.14,2,0.16,8,0,1,0
48,44320.58,RENT,11,PERSONAL,C,19863,20.02,0.45,N,16,0.37,0,0.08,25,1,0,0
29,83091.94,MORTGAGE,4,PERSONAL,G,38840,17.81,0.47,N,7,0.44,0,0.16,5,0,0,1
26,136896.42,MORTGAGE,3,HOMEIMPROVEMENT,G,15884,15.87,0.12,Y,28,0.17,1,0.18,8,0,0,0
47,21822.22,RENT,5,HOMEIMPROVEMENT,E,48435,23.12,2.22,N,10,0.47,0,0.32,12,1,0,1
41,107759.69,RENT,18,PERSONAL,G,33757,16.41,0.31,Y,7,0.54,1,0.27,9,0,0,0
59,49868.59,MORTGAGE,29,DEBTCONSOLIDATION,A,27402,11.62,0.55,N,29,0.36,0,0.07,29,0,0,0
